MaritalStatus,Gender,YearlyIncome,TotalChildren,FirstPurchaseYear,NumberChildrenAtHome,Education,Occupation,HouseOwnerFlag,NumberCarsOwned,CommuteDistance,Age,Country,Buyer
S,M,60000.0,0,2012,0,Graduate Degree,Professional,1,0,2-5 Miles,40,US,1
M,M,70000.0,4,2013,0,Graduate Degree,Professional,1,0,2-5 Miles,35,US,0
M,F,70000.0,5,2012,0,Graduate Degree,Professional,1,0,0-1 Miles,43,US,1
S,F,70000.0,5,2012,0,Graduate Degree,Professional,1,0,2-5 Miles,43,US,1
S,F,70000.0,5,2012,0,Graduate Degree,Professional,1,0,2-5 Miles,37,US,1
M,M,70000.0,5,2012,0,Graduate Degree,Professional,1,0,2-5 Miles,43,US,1
S,M,70000.0,5,2012,0,Graduate Degree,Professional,1,0,2-5 Miles,32,US,1
M,M,70000.0,5,2013,5,Graduate Degree,Professional,1,2,2-5 Miles,32,US,0
M,M,70000.0,5,2013,5,Graduate Degree,Professional,0,2,0-1 Miles,32,US,0
M,M,70000.0,5,2013,5,Graduate Degree,Professional,0,2,0-1 Miles,43,US,0
M,M,70000.0,5,2013,5,Graduate Degree,Professional,1,3,10+ Miles,43,US,0
S,M,80000.0,2,2012,0,Graduate Degree,Professional,1,0,0-1 Miles,43,US,1
M,F,80000.0,2,2012,0,Graduate Degree,Professional,1,0,0-1 Miles,38,US,1
M,M,80000.0,3,2012,0,Graduate Degree,Professional,1,0,0-1 Miles,38,US,1
S,F,40000.0,0,2012,0,Bachelors,Professional,0,1,0-1 Miles,42,US,1
S,F,80000.0,3,2012,3,Bachelors,Skilled Manual,1,1,0-1 Miles,42,US,1
S,F,80000.0,3,2013,3,Bachelors,Skilled Manual,0,1,0-1 Miles,47,CA,1
S,F,80000.0,3,2013,3,Bachelors,Skilled Manual,1,1,0-1 Miles,48,CA,1
S,F,80000.0,3,2012,3,Bachelors,Skilled Manual,1,2,2-5 Miles,42,US,1
S,F,80000.0,3,2012,3,Bachelors,Skilled Manual,1,2,2-5 Miles,47,US,1
S,F,80000.0,3,2012,3,Bachelors,Skilled Manual,1,3,10+ Miles,42,US,1
S,F,80000.0,4,2013,4,Bachelors,Skilled Manual,1,1,2-5 Miles,47,US,0
M,F,40000.0,0,2013,0,Bachelors,Professional,0,1,0-1 Miles,48,US,0
S,F,50000.0,4,2012,4,Bachelors,Skilled Manual,1,2,2-5 Miles,42,US,1
S,M,50000.0,4,2013,4,Bachelors,Skilled Manual,0,2,0-1 Miles,37,CA,1
S,M,50000.0,4,2012,4,Bachelors,Skilled Manual,0,2,0-1 Miles,49,US,1
S,M,50000.0,4,2013,4,Bachelors,Skilled Manual,1,3,10+ Miles,48,CA,1
M,F,70000.0,1,2014,0,Bachelors,Skilled Manual,1,1,0-1 Miles,88,US,0
S,F,50000.0,4,2013,2,Bachelors,Skilled Manual,1,2,0-1 Miles,48,CA,0
M,M,60000.0,4,2013,2,Bachelors,Professional,1,2,2-5 Miles,44,US,0
M,M,60000.0,4,2013,2,Bachelors,Professional,1,2,2-5 Miles,44,US,0
S,M,60000.0,0,2013,0,Bachelors,Professional,0,1,0-1 Miles,44,US,0
S,F,60000.0,0,2013,0,Bachelors,Professional,1,1,2-5 Miles,39,US,0
S,M,60000.0,0,2012,0,Bachelors,Professional,1,1,2-5 Miles,43,US,1
S,M,60000.0,0,2013,0,Bachelors,Professional,0,1,2-5 Miles,49,US,0
S,M,60000.0,0,2012,0,Bachelors,Professional,0,1,0-1 Miles,49,US,1
M,M,60000.0,3,2013,2,Graduate Degree,Professional,1,0,0-1 Miles,49,US,0
S,M,40000.0,3,2014,2,High School,Skilled Manual,1,2,2-5 Miles,50,US,0
M,F,70000.0,1,2013,0,Partial College,Skilled Manual,1,1,0-1 Miles,45,US,0
M,M,70000.0,1,2013,0,Partial College,Skilled Manual,1,1,2-5 Miles,45,US,0
M,M,40000.0,4,2013,3,High School,Skilled Manual,1,3,10+ Miles,45,US,0
M,F,60000.0,1,2013,0,Partial College,Skilled Manual,1,1,2-5 Miles,51,US,0
M,M,40000.0,4,2013,2,High School,Skilled Manual,1,2,2-5 Miles,41,US,0
M,F,40000.0,4,2013,2,High School,Skilled Manual,1,2,2-5 Miles,46,US,0
M,M,70000.0,0,2013,0,Partial College,Skilled Manual,0,1,0-1 Miles,45,CA,0
S,F,70000.0,0,2013,0,Partial College,Skilled Manual,1,1,2-5 Miles,34,US,0
M,M,60000.0,0,2012,0,Graduate Degree,Professional,0,1,0-1 Miles,45,US,1
S,M,60000.0,0,2012,0,Graduate Degree,Professional,0,1,0-1 Miles,45,US,1
S,F,60000.0,0,2013,0,Graduate Degree,Professional,0,1,2-5 Miles,45,US,0
M,F,60000.0,1,2013,0,Partial College,Skilled Manual,1,1,0-1 Miles,41,CA,0
M,M,60000.0,1,2013,0,Partial College,Skilled Manual,1,1,0-1 Miles,52,US,0
M,F,60000.0,1,2013,0,Partial College,Skilled Manual,1,1,2-5 Miles,46,US,0
M,M,60000.0,1,2013,0,Partial College,Skilled Manual,1,1,0-1 Miles,52,CA,0
M,F,60000.0,1,2013,0,Partial College,Skilled Manual,1,1,0-1 Miles,52,US,0
M,M,60000.0,4,2014,3,Bachelors,Professional,1,0,0-1 Miles,53,US,0
M,F,70000.0,1,2012,0,Graduate Degree,Professional,1,1,0-1 Miles,53,US,1
S,F,80000.0,2,2012,0,Graduate Degree,Professional,1,0,0-1 Miles,53,US,1
M,M,80000.0,2,2012,0,Graduate Degree,Professional,1,0,0-1 Miles,53,US,1
M,F,70000.0,5,2013,4,Graduate Degree,Professional,1,1,2-5 Miles,54,US,0
S,M,60000.0,1,2013,0,Graduate Degree,Management,1,1,2-5 Miles,83,US,0
M,M,90000.0,1,2013,0,Graduate Degree,Management,1,0,0-1 Miles,38,AU,0
M,F,100000.0,1,2012,0,Graduate Degree,Management,1,0,0-1 Miles,38,AU,1
M,M,60000.0,2,2013,2,Bachelors,Professional,1,1,2-5 Miles,33,AU,0
M,M,90000.0,2,2012,0,Bachelors,Professional,1,0,0-1 Miles,43,AU,1
S,F,70000.0,5,2013,5,Bachelors,Professional,1,3,10+ Miles,44,AU,0
S,F,60000.0,2,2012,2,Bachelors,Professional,1,1,2-5 Miles,39,AU,1
M,F,70000.0,5,2012,5,Bachelors,Professional,1,3,10+ Miles,45,AU,1
M,F,120000.0,1,2012,0,Graduate Degree,Management,1,0,0-1 Miles,43,AU,1
S,F,70000.0,5,2012,5,Bachelors,Professional,1,4,10+ Miles,45,AU,1
M,F,80000.0,5,2013,5,Graduate Degree,Management,1,3,0-1 Miles,46,AU,0
M,F,80000.0,5,2013,5,Graduate Degree,Management,1,3,0-1 Miles,46,AU,0
M,F,80000.0,5,2013,5,Graduate Degree,Management,1,3,0-1 Miles,46,AU,0
S,F,90000.0,0,2012,0,Bachelors,Professional,0,0,2-5 Miles,47,AU,1
M,M,90000.0,0,2012,0,Bachelors,Professional,1,0,2-5 Miles,41,AU,1
M,M,90000.0,0,2012,0,Bachelors,Professional,1,0,0-1 Miles,46,AU,1
S,M,60000.0,3,2012,3,Bachelors,Professional,1,1,5-10 Miles,48,AU,1
S,F,60000.0,3,2012,3,Bachelors,Professional,0,1,0-1 Miles,47,AU,1
S,M,70000.0,0,2013,0,Bachelors,Professional,0,1,5-10 Miles,39,AU,0
S,M,70000.0,0,2012,0,Bachelors,Professional,0,1,0-1 Miles,44,AU,1
S,F,70000.0,0,2012,0,Bachelors,Professional,1,1,5-10 Miles,44,AU,1
S,M,70000.0,0,2013,0,Bachelors,Professional,0,1,5-10 Miles,47,AU,0
S,F,60000.0,3,2012,3,Bachelors,Professional,1,2,5-10 Miles,48,AU,1
M,F,60000.0,4,2012,4,Bachelors,Professional,1,2,5-10 Miles,48,AU,1
S,M,60000.0,4,2012,4,Bachelors,Professional,1,2,5-10 Miles,43,AU,1
M,M,100000.0,2,2012,0,Bachelors,Management,1,2,1-2 Miles,44,US,1
M,F,100000.0,2,2012,0,Bachelors,Management,1,3,0-1 Miles,45,US,1
M,F,100000.0,3,2012,0,Bachelors,Management,1,3,0-1 Miles,44,US,1
S,F,40000.0,0,2012,0,High School,Skilled Manual,0,2,1-2 Miles,33,US,1
S,F,30000.0,0,2013,0,Partial College,Skilled Manual,1,1,5-10 Miles,33,US,0
M,F,10000.0,5,2013,0,High School,Skilled Manual,0,3,1-2 Miles,68,AU,0
M,M,20000.0,3,2013,0,High School,Skilled Manual,1,2,5-10 Miles,68,AU,0
M,M,20000.0,4,2013,0,High School,Skilled Manual,1,2,5-10 Miles,68,AU,0
S,M,60000.0,0,2012,0,Partial College,Skilled Manual,0,1,1-2 Miles,33,US,1
M,F,60000.0,0,2013,0,Partial College,Skilled Manual,0,1,1-2 Miles,33,US,0
M,F,60000.0,0,2012,0,Partial College,Skilled Manual,1,2,5-10 Miles,33,US,1
S,M,40000.0,0,2013,0,High School,Skilled Manual,0,2,1-2 Miles,34,CA,1
S,M,40000.0,0,2013,0,Partial High School,Clerical,1,2,5-10 Miles,34,CA,0
S,F,40000.0,0,2013,0,Partial College,Skilled Manual,1,1,5-10 Miles,35,US,0
S,F,40000.0,0,2012,0,Partial College,Skilled Manual,0,1,1-2 Miles,34,US,1
M,M,40000.0,0,2013,0,Partial College,Skilled Manual,1,1,5-10 Miles,34,US,0
S,M,60000.0,0,2012,0,Partial College,Skilled Manual,0,2,1-2 Miles,34,US,1
M,M,60000.0,0,2012,0,Partial College,Skilled Manual,1,2,5-10 Miles,34,US,1
M,M,30000.0,2,2012,0,Partial College,Clerical,0,2,5-10 Miles,66,AU,1
M,F,20000.0,4,2013,0,High School,Skilled Manual,0,2,1-2 Miles,65,AU,0
M,F,20000.0,4,2013,0,High School,Skilled Manual,1,2,5-10 Miles,59,AU,0
M,F,30000.0,2,2012,0,Partial College,Clerical,0,2,1-2 Miles,65,AU,1
M,M,10000.0,2,2013,1,Partial High School,Clerical,1,2,5-10 Miles,64,AU,0
M,M,70000.0,0,2012,0,Partial College,Skilled Manual,1,2,5-10 Miles,34,US,1
S,M,40000.0,0,2013,0,Partial High School,Clerical,0,2,5-10 Miles,35,US,0
S,M,40000.0,0,2013,0,Partial High School,Clerical,0,2,1-2 Miles,35,US,0
S,F,30000.0,0,2013,0,Partial College,Skilled Manual,1,1,5-10 Miles,35,US,0
S,M,30000.0,0,2012,0,Partial College,Skilled Manual,0,1,1-2 Miles,35,US,1
M,F,60000.0,0,2013,0,Partial College,Skilled Manual,1,2,5-10 Miles,35,US,0
M,M,70000.0,0,2012,0,Partial College,Skilled Manual,0,2,0-1 Miles,35,US,1
M,F,70000.0,0,2012,0,Partial College,Skilled Manual,1,2,5-10 Miles,35,US,1
M,F,10000.0,2,2012,1,Partial High School,Clerical,1,2,1-2 Miles,57,AU,1
M,F,10000.0,2,2013,1,Partial High School,Clerical,1,2,5-10 Miles,63,AU,0
M,F,20000.0,2,2013,1,Partial High School,Clerical,1,2,1-2 Miles,57,AU,0
M,M,30000.0,3,2012,0,Partial College,Clerical,0,2,1-2 Miles,62,AU,1
S,M,30000.0,3,2012,0,Partial College,Clerical,1,2,5-10 Miles,62,AU,1
M,M,40000.0,2,2012,0,Bachelors,Management,1,2,5-10 Miles,46,AU,1
M,M,30000.0,3,2013,0,High School,Skilled Manual,1,2,5-10 Miles,56,AU,0
M,F,30000.0,3,2013,0,High School,Skilled Manual,0,2,1-2 Miles,55,AU,0
M,M,30000.0,3,2013,0,High School,Skilled Manual,1,2,5-10 Miles,61,AU,0
M,M,30000.0,3,2013,0,High School,Skilled Manual,0,2,1-2 Miles,62,AU,0
S,F,60000.0,0,2012,0,Partial College,Skilled Manual,0,2,1-2 Miles,32,US,1
M,F,30000.0,3,2013,0,High School,Skilled Manual,1,2,5-10 Miles,61,AU,0
M,F,30000.0,3,2013,0,High School,Skilled Manual,1,2,5-10 Miles,60,AU,0
S,F,80000.0,2,2012,0,Partial College,Skilled Manual,0,2,1-2 Miles,58,AU,1
S,F,30000.0,0,2013,0,Partial College,Skilled Manual,1,2,5-10 Miles,37,US,0
S,F,30000.0,0,2012,0,High School,Skilled Manual,1,2,5-10 Miles,37,US,1
S,F,30000.0,0,2012,0,High School,Skilled Manual,1,2,5-10 Miles,37,US,1
S,F,60000.0,0,2012,0,Partial College,Skilled Manual,0,2,1-2 Miles,37,US,1
M,M,30000.0,0,2012,0,High School,Skilled Manual,1,2,5-10 Miles,33,US,1
S,F,30000.0,0,2012,0,High School,Skilled Manual,1,2,5-10 Miles,38,US,1
M,M,70000.0,0,2013,0,Partial College,Professional,0,2,0-1 Miles,39,US,0
S,F,70000.0,0,2013,0,Partial College,Professional,0,2,0-1 Miles,39,US,0
M,F,60000.0,0,2014,0,Partial College,Professional,1,2,5-10 Miles,36,US,0
S,M,80000.0,2,2012,0,High School,Skilled Manual,0,2,1-2 Miles,57,AU,1
M,M,80000.0,2,2012,0,High School,Skilled Manual,1,2,5-10 Miles,52,AU,1
M,M,70000.0,2,2012,0,High School,Skilled Manual,0,2,1-2 Miles,57,AU,1
S,F,80000.0,2,2012,0,High School,Professional,0,2,5-10 Miles,50,AU,1
S,M,130000.0,0,2013,1,Graduate Degree,Management,0,2,0-1 Miles,49,AU,0
S,M,80000.0,0,2013,0,Bachelors,Management,1,1,2-5 Miles,39,US,0
M,F,60000.0,0,2012,0,Partial College,Professional,1,2,5-10 Miles,38,US,1
M,F,60000.0,0,2012,0,Partial College,Professional,1,2,5-10 Miles,38,US,1
M,F,130000.0,0,2012,1,Graduate Degree,Management,1,3,0-1 Miles,53,AU,1
S,M,160000.0,0,2012,0,Graduate Degree,Management,0,3,0-1 Miles,47,AU,1
S,F,80000.0,2,2013,0,Partial High School,Skilled Manual,0,2,1-2 Miles,50,US,0
S,F,80000.0,2,2013,0,Partial High School,Skilled Manual,1,2,5-10 Miles,50,CA,1
M,F,60000.0,2,2013,0,High School,Professional,0,2,1-2 Miles,56,US,0
S,F,60000.0,2,2013,0,High School,Professional,1,2,5-10 Miles,55,US,0
M,M,70000.0,2,2012,1,Partial College,Professional,1,0,0-1 Miles,55,US,1
M,F,80000.0,5,2012,5,Bachelors,Professional,1,4,0-1 Miles,45,AU,1
M,F,90000.0,4,2012,4,Bachelors,Professional,1,0,1-2 Miles,45,AU,1
S,F,70000.0,1,2012,0,Partial College,Skilled Manual,0,1,0-1 Miles,50,AU,1
M,M,60000.0,1,2012,0,Bachelors,Professional,1,1,0-1 Miles,50,AU,1
M,F,60000.0,1,2012,0,Bachelors,Professional,1,1,5-10 Miles,50,AU,1
S,M,100000.0,0,2012,0,Graduate Degree,Management,0,1,0-1 Miles,46,AU,1
S,M,100000.0,0,2012,0,Bachelors,Professional,1,1,2-5 Miles,35,AU,1
S,M,110000.0,0,2013,0,Graduate Degree,Management,1,2,1-2 Miles,41,AU,0
S,F,110000.0,0,2013,0,Graduate Degree,Management,0,2,0-1 Miles,40,AU,0
M,M,60000.0,1,2013,0,Partial College,Skilled Manual,1,1,5-10 Miles,52,AU,0
M,M,60000.0,1,2012,0,Partial College,Skilled Manual,1,1,0-1 Miles,52,AU,1
M,M,60000.0,1,2013,0,Partial College,Skilled Manual,1,1,5-10 Miles,52,AU,0
M,M,90000.0,1,2013,0,Bachelors,Professional,1,1,5-10 Miles,53,AU,0
S,M,70000.0,0,2012,0,Bachelors,Professional,0,1,5-10 Miles,42,AU,1
M,M,80000.0,5,2013,5,Bachelors,Professional,1,4,1-2 Miles,41,AU,0
M,M,80000.0,5,2013,5,Bachelors,Professional,1,4,1-2 Miles,47,AU,0
M,F,80000.0,5,2013,5,Bachelors,Professional,1,4,1-2 Miles,47,AU,0
S,F,70000.0,0,2012,0,Bachelors,Professional,1,1,5-10 Miles,48,AU,1
S,F,70000.0,0,2012,0,Bachelors,Professional,0,1,0-1 Miles,43,AU,1
S,F,70000.0,0,2012,0,Bachelors,Professional,0,1,0-1 Miles,48,AU,1
S,M,70000.0,0,2012,0,Bachelors,Professional,1,1,5-10 Miles,49,AU,1
S,F,60000.0,1,2012,0,Partial College,Skilled Manual,1,1,5-10 Miles,50,AU,1
S,M,70000.0,5,2013,4,Bachelors,Professional,1,2,5-10 Miles,50,AU,0
M,M,70000.0,5,2013,4,Bachelors,Professional,1,2,0-1 Miles,50,AU,0
M,F,70000.0,5,2013,4,Bachelors,Professional,1,2,0-1 Miles,45,AU,0
S,M,90000.0,2,2012,0,Bachelors,Professional,1,1,2-5 Miles,54,AU,1
S,M,90000.0,2,2012,0,Bachelors,Management,0,1,5-10 Miles,54,AU,1
M,M,80000.0,1,2013,0,Partial College,Skilled Manual,1,1,5-10 Miles,55,AU,0
M,M,30000.0,2,2013,0,Partial College,Clerical,0,2,0-1 Miles,77,AU,0
M,F,10000.0,2,2013,1,High School,Skilled Manual,1,2,0-1 Miles,63,AU,0
S,M,30000.0,0,2013,0,High School,Skilled Manual,1,2,5-10 Miles,36,US,0
M,M,30000.0,0,2013,0,High School,Skilled Manual,1,2,5-10 Miles,36,US,0
S,M,30000.0,0,2013,0,High School,Skilled Manual,1,2,5-10 Miles,36,CA,0
M,M,40000.0,0,2013,0,High School,Skilled Manual,1,2,5-10 Miles,37,CA,1
S,F,40000.0,0,2013,0,High School,Skilled Manual,0,2,0-1 Miles,36,CA,0
S,F,40000.0,0,2012,0,High School,Skilled Manual,1,2,5-10 Miles,36,US,1
M,F,30000.0,0,2012,0,High School,Skilled Manual,1,2,5-10 Miles,32,US,1
S,M,30000.0,0,2013,0,High School,Skilled Manual,0,2,0-1 Miles,32,US,0
M,M,30000.0,0,2012,0,High School,Skilled Manual,1,2,5-10 Miles,32,US,1
S,M,30000.0,0,2013,0,High School,Skilled Manual,0,2,0-1 Miles,32,CA,0
M,M,30000.0,0,2013,0,High School,Skilled Manual,0,2,0-1 Miles,32,US,0
M,M,10000.0,5,2013,0,High School,Skilled Manual,0,2,0-1 Miles,67,AU,0
S,M,40000.0,2,2013,0,Bachelors,Management,1,2,5-10 Miles,75,AU,0
S,F,30000.0,0,2012,0,Partial High School,Clerical,1,2,5-10 Miles,34,US,1
S,F,40000.0,0,2012,0,High School,Skilled Manual,0,2,0-1 Miles,34,US,1
M,F,30000.0,0,2013,0,Partial High School,Clerical,0,2,0-1 Miles,35,US,0
S,M,30000.0,0,2013,0,Partial High School,Clerical,0,2,0-1 Miles,35,CA,0
S,M,30000.0,0,2013,0,Partial High School,Clerical,1,2,5-10 Miles,35,US,0
S,F,30000.0,0,2013,0,Partial High School,Clerical,1,2,5-10 Miles,35,US,0
S,F,40000.0,0,2013,0,High School,Skilled Manual,0,2,0-1 Miles,35,US,0
M,F,40000.0,0,2012,0,High School,Skilled Manual,1,2,5-10 Miles,36,US,1
S,M,30000.0,0,2013,0,Partial High School,Clerical,0,2,0-1 Miles,33,CA,0
M,M,40000.0,0,2013,0,High School,Skilled Manual,1,2,5-10 Miles,33,US,0
M,F,40000.0,0,2012,0,High School,Skilled Manual,1,2,5-10 Miles,33,US,1
M,M,40000.0,2,2013,0,Bachelors,Management,1,2,0-1 Miles,73,AU,0
M,F,40000.0,2,2013,0,Bachelors,Management,1,2,5-10 Miles,66,AU,0
M,M,40000.0,2,2012,0,Bachelors,Management,1,2,0-1 Miles,70,AU,1
S,F,60000.0,2,2012,0,Graduate Degree,Management,1,1,5-10 Miles,70,AU,1
S,F,40000.0,2,2012,0,Bachelors,Management,1,2,5-10 Miles,69,AU,1
S,F,40000.0,0,2012,0,Partial College,Skilled Manual,0,1,1-2 Miles,36,US,1
S,M,40000.0,0,2012,0,Partial College,Skilled Manual,0,1,1-2 Miles,36,US,1
S,F,40000.0,0,2012,0,Partial College,Skilled Manual,0,1,1-2 Miles,37,US,1
S,F,40000.0,0,2013,0,High School,Skilled Manual,1,2,5-10 Miles,37,CA,1
S,M,40000.0,0,2013,0,High School,Skilled Manual,1,2,5-10 Miles,37,CA,1
M,M,30000.0,0,2012,0,Partial College,Skilled Manual,0,1,1-2 Miles,38,US,1
S,M,60000.0,0,2013,0,Partial College,Skilled Manual,0,1,1-2 Miles,39,CA,1
S,M,70000.0,0,2013,0,Partial College,Skilled Manual,0,2,0-1 Miles,40,US,0
S,M,70000.0,0,2012,0,Partial College,Skilled Manual,0,2,5-10 Miles,40,US,1
S,F,70000.0,0,2013,0,Partial College,Skilled Manual,0,2,0-1 Miles,40,US,0
M,F,70000.0,0,2014,0,Partial College,Skilled Manual,0,2,0-1 Miles,41,US,0
S,F,80000.0,0,2012,0,Bachelors,Management,0,1,1-2 Miles,35,US,1
S,F,80000.0,0,2012,0,Bachelors,Management,0,1,0-1 Miles,45,US,1
S,F,80000.0,0,2012,0,Bachelors,Management,0,1,1-2 Miles,44,US,1
S,F,100000.0,1,2013,0,Bachelors,Management,1,2,1-2 Miles,40,CA,1
S,F,110000.0,0,2013,1,Graduate Degree,Management,1,1,10+ Miles,45,CA,0
M,F,120000.0,0,2012,1,Bachelors,Management,1,2,1-2 Miles,45,US,1
S,M,130000.0,0,2012,0,Graduate Degree,Management,0,2,0-1 Miles,45,US,1
M,F,80000.0,5,2013,0,Bachelors,Management,1,2,5-10 Miles,65,US,0
M,M,10000.0,0,2013,0,Partial College,Manual,1,1,2-5 Miles,33,AU,0
M,M,10000.0,0,2013,0,Partial College,Manual,0,1,0-1 Miles,32,AU,0
S,M,10000.0,0,2012,0,Partial College,Manual,1,1,2-5 Miles,34,AU,1
M,M,10000.0,0,2013,0,Partial College,Manual,0,1,1-2 Miles,34,AU,0
M,F,10000.0,0,2012,0,High School,Manual,1,2,0-1 Miles,37,AU,1
S,M,10000.0,1,2012,1,High School,Manual,0,0,1-2 Miles,34,AU,1
M,F,20000.0,0,2012,0,Bachelors,Clerical,1,0,0-1 Miles,33,AU,1
M,F,20000.0,0,2012,0,Bachelors,Clerical,0,0,0-1 Miles,33,AU,1
M,M,20000.0,0,2012,0,Bachelors,Clerical,1,0,0-1 Miles,34,AU,1
S,M,10000.0,1,2012,1,High School,Manual,0,0,1-2 Miles,36,AU,1
S,M,20000.0,0,2012,0,Bachelors,Clerical,1,0,0-1 Miles,35,AU,1
S,F,20000.0,0,2012,0,Partial College,Manual,0,0,0-1 Miles,35,AU,1
M,M,20000.0,1,2013,0,Partial College,Manual,1,0,1-2 Miles,69,FR,0
M,M,20000.0,2,2013,0,Partial College,Manual,1,0,0-1 Miles,69,FR,0
M,F,20000.0,2,2011,0,Partial College,Manual,1,1,0-1 Miles,69,DE,1
S,M,20000.0,2,2011,0,Partial College,Manual,1,1,1-2 Miles,69,DE,1
M,F,30000.0,4,2011,0,Graduate Degree,Clerical,1,0,0-1 Miles,51,DE,1
M,F,30000.0,4,2011,0,Graduate Degree,Clerical,1,0,0-1 Miles,51,DE,1
S,F,10000.0,1,2012,1,High School,Manual,0,1,1-2 Miles,52,FR,1
M,M,10000.0,1,2013,1,High School,Manual,1,1,2-5 Miles,52,DE,0
S,F,20000.0,1,2013,1,Partial College,Manual,0,0,0-1 Miles,47,GB,0
M,M,10000.0,1,2013,1,High School,Manual,1,1,2-5 Miles,53,FR,0
S,M,10000.0,1,2013,1,High School,Manual,0,1,1-2 Miles,54,FR,0
M,F,20000.0,2,2011,0,Partial College,Manual,1,1,2-5 Miles,53,GB,1
M,M,30000.0,1,2011,0,Graduate Degree,Clerical,1,0,0-1 Miles,54,DE,1
M,M,30000.0,1,2011,0,Graduate Degree,Clerical,1,0,0-1 Miles,54,DE,1
M,M,30000.0,3,2011,0,Bachelors,Clerical,1,0,0-1 Miles,41,DE,1
M,M,30000.0,3,2011,0,Bachelors,Clerical,1,0,0-1 Miles,54,GB,1
S,F,10000.0,2,2013,2,High School,Manual,1,0,0-1 Miles,36,FR,0
S,M,20000.0,0,2013,0,Partial College,Manual,0,1,2-5 Miles,42,FR,0
S,M,20000.0,0,2013,0,Partial College,Manual,0,1,2-5 Miles,42,DE,0
M,M,30000.0,0,2012,0,Bachelors,Clerical,1,0,0-1 Miles,36,FR,1
M,F,40000.0,0,2011,0,Graduate Degree,Clerical,1,0,0-1 Miles,36,GB,1
S,M,20000.0,0,2013,0,Partial College,Manual,0,1,0-1 Miles,43,GB,0
S,M,30000.0,0,2011,0,Bachelors,Clerical,1,0,0-1 Miles,38,GB,1
S,M,40000.0,0,2011,0,Graduate Degree,Clerical,1,0,0-1 Miles,44,GB,1
S,M,40000.0,0,2011,0,Graduate Degree,Clerical,1,0,0-1 Miles,37,GB,1
M,F,40000.0,0,2011,0,Graduate Degree,Clerical,1,0,0-1 Miles,43,DE,1
S,F,40000.0,0,2011,0,Graduate Degree,Clerical,1,0,0-1 Miles,44,DE,1
M,M,40000.0,0,2011,0,Graduate Degree,Clerical,1,0,0-1 Miles,43,DE,1
M,F,40000.0,0,2011,0,Graduate Degree,Clerical,1,0,0-1 Miles,43,DE,1
S,F,50000.0,0,2011,0,Graduate Degree,Skilled Manual,1,0,0-1 Miles,37,DE,1
S,F,50000.0,0,2011,0,Graduate Degree,Skilled Manual,1,0,0-1 Miles,43,GB,1
M,F,10000.0,3,2013,0,Bachelors,Clerical,0,2,0-1 Miles,90,FR,0
S,F,10000.0,3,2011,0,Partial College,Manual,1,2,0-1 Miles,61,DE,1
M,M,20000.0,2,2014,0,Partial College,Manual,1,1,0-1 Miles,61,FR,0
S,F,10000.0,3,2012,3,High School,Manual,1,0,0-1 Miles,39,FR,1
S,F,10000.0,3,2012,3,High School,Manual,1,0,0-1 Miles,44,FR,1
S,F,90000.0,5,2011,0,Partial College,Professional,0,2,2-5 Miles,68,DE,1
S,F,130000.0,3,2013,4,Bachelors,Management,0,4,0-1 Miles,68,GB,0
M,F,70000.0,5,2013,1,High School,Professional,1,3,10+ Miles,67,FR,0
M,M,70000.0,5,2013,1,High School,Professional,1,3,10+ Miles,61,DE,0
M,F,110000.0,3,2013,4,Bachelors,Management,1,4,5-10 Miles,67,GB,0
M,F,80000.0,5,2013,0,Partial College,Professional,0,2,2-5 Miles,66,FR,0
M,M,80000.0,5,2013,0,Partial College,Professional,0,2,2-5 Miles,66,FR,0
S,F,90000.0,5,2013,0,Partial College,Professional,0,2,10+ Miles,66,FR,0
S,F,100000.0,2,2014,3,Bachelors,Management,1,4,10+ Miles,61,DE,0
M,M,100000.0,2,2013,3,Bachelors,Management,1,4,10+ Miles,66,DE,0
M,F,100000.0,3,2011,4,Bachelors,Management,1,0,10+ Miles,66,DE,1
M,M,110000.0,3,2013,4,Partial College,Professional,1,4,10+ Miles,52,DE,0
S,F,130000.0,0,2011,5,Partial College,Professional,0,3,0-1 Miles,53,GB,1
M,M,170000.0,0,2013,5,Bachelors,Management,1,2,0-1 Miles,48,GB,0
S,M,80000.0,4,2012,1,Partial College,Professional,1,2,10+ Miles,60,FR,1
M,F,80000.0,4,2012,1,Partial College,Professional,1,2,10+ Miles,60,FR,1
M,M,100000.0,3,2013,4,Partial College,Professional,1,4,2-5 Miles,60,DE,0
M,F,80000.0,4,2013,1,High School,Professional,1,3,10+ Miles,61,FR,0
M,F,90000.0,4,2011,1,High School,Professional,0,2,2-5 Miles,61,DE,1
M,F,90000.0,4,2013,1,High School,Professional,1,3,2-5 Miles,61,DE,0
M,M,160000.0,4,2011,5,Partial College,Professional,0,2,10+ Miles,56,GB,1
M,M,90000.0,4,2012,1,High School,Management,1,3,5-10 Miles,62,FR,1
S,F,100000.0,3,2013,4,Partial College,Management,1,4,10+ Miles,62,DE,0
M,F,120000.0,4,2013,5,Partial College,Management,0,3,10+ Miles,63,GB,0
S,M,130000.0,4,2011,5,High School,Management,0,3,0-1 Miles,62,GB,1
M,F,160000.0,3,2013,5,Partial College,Management,0,3,10+ Miles,62,GB,0
M,M,100000.0,3,2013,4,Partial College,Management,1,4,5-10 Miles,58,DE,0
